-0.033181708,-0.025214322
0.550849879,-0.781643974
1.875542609,-0.832072617
2.564341158,-0.832072617
3.783145018,-0.932929904
5.902445033,-0.882501261
8.816192059,-0.630358043
9.663783846,-0.529500756
12.78938875,-0.226928896
14.8021588,0.176500252
15.86152833,0.378214826
19.83416407,1.134644478
20.89337333,1.437216339
23.06517703,1.790216843
25.81956986,2.294503278
28.73283607,2.849218356
30.90431923,3.403933434
33.71153629,4.009077156
34.69083406,4.462934947
36.04042992,5.181543116
37.62797055,6.164901664
38.73926102,6.845688351
39.77031499,8.018154312
40.84217838,8.509833585
41.75356879,9.984871407
43.18189858,11.15733737
44.64959534,12.55673222
46.31599012,13.9183056
46.9506698,14.52344932
47.5860707,14.67473525
48.89551826,15.6580938
49.80835112,16.22541604
51.07753018,17.54916793
52.82319981,19.02420575
54.17159362,20.49924357
55.20270769,21.63388805
57.34397029,24.16792738
58.57324145,25.60514372
59.92325802,26.05900151
61.8281986,27.30711044
63.97186528,28.32829047
65.71891727,28.93343419
67.74418253,29.46293495
70.72134711,30.97579425
