-0.141340991,-0.075642965
0.743432767,0.35660255
1.788337403,0.032418414
3.195958436,0.054030689
3.80931309,-0.162092068
4.580600597,0.248541171
5.647419437,0.421439378
6.805260817,0.464663929
7.780438921,1.156256754
8.802570749,0.875297169
9.710254691,1.17786903
10.79915946,1.7397882
11.82173776,1.17786903
12.88817881,1.588502269
13.72720089,2.236870542
14.77183077,2.085584612
16.0200765,2.388156473
16.90481591,2.842014264
18.78984164,2.474605576
19.74231562,3.166198401
21.03645041,3.166198401
22.55700818,3.555219365
23.91922098,3.57683164
24.60010414,3.728117571
26.84630078,4.679057705
28.38949399,5.11130322
29.70550863,5.629997839
31.249217,5.738059218
31.79370373,5.997406527
33.13104872,7.380592176
33.74244576,8.396369138
34.83114446,9.087961962
35.80460536,10.86016858
36.82440178,12.04884374
39.00104361,13.90749946
40.95036949,15.93905338
41.40373065,16.39291117
42.51482437,17.27901448
43.76152461,18.55413875
44.73629058,19.50507888
46.61657682,22.12016425
48.63185138,25.51329155
50.89676822,28.97125567
51.66709409,29.98703263
52.48344639,30.61378863
55.02225511,33.16403717
56.42884582,33.83401772
57.26824568,34.24465096
57.76718679,34.59044737
58.12976582,35.02269289
58.76431345,35.75751027
59.69483888,35.97363302
60.62508957,36.36265399
62.73482108,37.46488005
63.62114033,36.92457316
64.05210646,37.18392047
