-0.143103439,-0.037821483
0.332485606,0.680786687
0.688711597,1.512859304
2.079477488,1.323751891
2.992791165,1.588502269
4.661529928,1.475037821
6.606739007,2.382753404
8.156054614,2.420574887
9.823350923,3.214826021
11.13436114,3.214826021
11.80960983,3.290468986
14.39070064,4.046898638
17.4879495,4.992435703
19.19641585,4.878971256
20.50682504,5.257186082
21.50031511,5.068078669
23.28691437,5.786686838
23.72313644,6.278366112
24.87481561,6.54311649
26.34443565,6.732223903
28.6453298,8.812405446
29.79646805,9.417549168
32.13546702,12.51891074
33.84020703,14.75037821
35.10956639,15.96066566
35.70385736,16.98184569
36.65599709,17.81391831
38.24185486,19.85627837
39.86635837,22.57942511
40.89663101,24.24357035
41.49068158,25.41603631
42.32243651,27.00453858
42.95603435,28.29046899
43.31250075,28.97125567
44.22347044,30.71104387
45.37292583,32.37518911
45.68972475,33.01815431
46.68129155,34.03933434
47.4734992,35.51437216
48.38422848,37.40544629
49.45428881,39.03177005
51.04116832,40.4311649
51.95327995,41.45234493
52.42868869,42.28441755
53.61949442,42.92738275
55.44570106,43.72163389
57.58864651,45.19667171
60.68240945,48.33585477
63.61972624,49.92435703
